#omch2,	ombh2,	h0,	n_s,	s8_input,	halo_model,	intrinsic_A
0.2203910040158084	0.0191622344754893	0.6694314410975954	0.8615543052848569	0.2119662988268259	7.694936860990614	-2.7075305609116507
0.0997750044364533	0.0212187703395214	0.659529886489907	0.8445125149591707	0.7251366607846907	7.697160348335307	3.898727280352526
0.0582083398938266	0.0243937557905636	0.6995648520870859	1.0763922402312402	0.9410003378174506	7.945829641417806	-1.900542024054937
0.1937363480990874	0.0211202384180264	0.6923347208621294	1.0995841251453502	1.169522781647829	7.704066856970212	3.302265767828663
0.1802444411532389	0.0251902336416078	0.7720350267745664	0.9579569475341394	0.3921734870131574	7.610545689708912	2.800448104121113
0.0550021198172578	0.0249762719886852	0.7947098406250186	1.0860053659836906	0.8346442672523515	7.737756282376208	1.2701998083530448
0.2423592199881866	0.0197116116161246	0.7208060996576138	0.9475899105460004	0.3214154237860929	7.835888888841255	3.697259032169379
0.0683719487707713	0.0253651972751602	0.7870219368184626	0.9853143719463716	1.1404992388543096	7.819758594596325	-5.61855242053195
0.17378236715831	0.0193108853901442	0.8078275300879523	0.995644124443706	0.1431736298623384	7.77964981002295	-4.017034987626474
0.2292897939211828	0.01961031810263	0.6434413058214153	0.993223026371763	0.6550954835528414	7.901338730235849	5.568606839154054
0.2187016201422015	0.0234664730943704	0.6577147112884671	1.0957076353377262	1.1216603784303034	7.701622631483865	3.5567804212685594
0.2076037968681512	0.0232244362194275	0.7273921794253698	1.0627308880392692	0.7373680356439978	7.995330782203188	1.321700833528249
0.1040782253802324	0.0248614633117702	0.8190540972406277	0.8510222035128063	1.2309331650200268	7.811861386102712	-3.3474462493063526
0.2409963205256644	0.0242711837925603	0.6964334451465435	0.8826936037846592	0.191778455862014	7.655676647458269	-0.921885022889974
0.2377305116216226	0.0250647222263209	0.7312935303356624	0.8841271582556698	0.1574404833159242	7.846029525390346	4.913938242165413
0.155984652091609	0.0253982966879708	0.8058034421584984	0.929288107433472	0.1090589460947724	7.872015853401497	-3.1044264637577035
0.1817434664763208	0.0247143346045175	0.6638709032966887	0.9790892417664302	0.870759718231928	7.700383479986002	5.938232539029478
0.0872318322777414	0.0246541176805359	0.8001865591869858	1.0639219784454443	0.7694554435707908	7.8888747398840335	-4.832446902417361
0.1236739656311987	0.0202886665365395	0.7970231092705428	0.9690091316881642	0.904955446958596	7.95249631764213	-2.993499783525614
0.1996935642525578	0.0227794909616722	0.7877149630365821	0.9669244203040682	0.4003035879083649	7.649912088124913	3.245099567016723
0.1016369951680633	0.0232938862536792	0.8088454578085146	0.9365914083588772	0.3722951768038831	7.692202269267025	-4.474645949768509
0.2229773194672251	0.0214679155417858	0.6838200466014476	1.0462647013243045	0.4502127791974996	7.827141587111956	-2.4133084739565502
0.067303891355	0.0222775278557259	0.7248920903999105	1.0686541874745823	0.5172441593645425	7.9796589761591425	-2.326276505202747
0.0710914240145533	0.0245019956260604	0.8043489292315749	0.9537974254381234	1.0961726996750714	7.892663338900888	5.83657130488702
0.2343602026476904	0.0207872539848535	0.7561822603643762	0.9971514793945556	1.041204442838238	7.68648959320844	2.4066794812131427
0.1348642494233698	0.0238213398359534	0.7224418462241432	0.8691249078196815	0.6097063184459343	7.6686711775704435	1.4649503443644782
