#omch2	,ombh2	,h0	,n_s	,s8_input
0.14036278439652958	0.021936615356561127	0.64128598488895	1.0164148748578148	1.2793311069853905
0.20401574346258058	0.021874890244780495	0.7573800765096024	1.0138691593123828	0.6161289855704749
0.05944824255949609	0.021478650765345296	0.6782533296778148	1.0970334422309755	0.20466426377227187
0.24091484393431267	0.019290308047601738	0.6710025360022693	1.0759550446170874	1.259486447145413
0.24638575569447782	0.025981723105342833	0.7663048237215292	0.8479607784412547	1.2184286551266008
0.20582557272470858	0.024129862979183916	0.6647428336403829	0.8783176991926038	1.0145470523756357
0.13646530093485634	0.024838126414095465	0.7921274566490426	0.8519872479817902	0.23348645393510625
0.08510105655872516	0.025372178838746297	0.6450921243198066	0.974613953704958	0.528811705230078
0.22981418582273963	0.023320101246828564	0.7994290635560357	1.006872793491791	0.9715252429945049
0.1589286770821587	0.024694282728094548	0.7252749775845839	1.0988468096462263	0.8868904913726025
0.18093801490792577	0.01907807108016608	0.6758020919853749	0.9522468777783488	0.6507881634008291
0.09120949646015022	0.022440099581728126	0.708924217614503	1.0407548912167117	1.1191686606435842
0.18783712681035247	0.025541538242303905	0.7860852606908195	1.0720367078821569	0.9090486861671725
0.2342090438092061	0.02340725604074134	0.7978720923432846	0.9825363809074495	0.3133238436133061
0.08165903008808252	0.025637477975034146	0.6857698500509569	0.934756932117117	0.17604890675216772
0.0668467293475217	0.01949036926344531	0.7432788785072914	1.0390721451726137	0.40413685479565475
0.19735847629354913	0.0199858595445006	0.7634075349976901	1.046470054694923	0.8069300169013993
0.17267373583096948	0.024229688327387075	0.6402593923210609	0.8910454969251531	1.0732062523106798
0.06510246359126416	0.025798373013054383	0.6569708162969926	1.0689712715423831	0.7700365269250704
0.25197055787920797	0.025396382459819674	0.818931896842773	0.9658281291261103	0.9395986344579009
0.19527540296679252	0.0219545422242222	0.6919914294123996	1.0590978021792794	1.1862429998169575
0.07800704106426268	0.020772402764992433	0.8129527026671292	0.9813759643817501	0.1570084297512821
0.09907044368659801	0.0209265007690278	0.6553429142235646	1.084167442109493	0.334089338441774
0.12688225161445454	0.02381112171850595	0.8126537384558079	0.9215392671980009	0.18570547526009828
0.21205601981119088	0.024015085184085752	0.7518656103839245	0.9385217660311596	0.7317384224125975
0.1069201555023075	0.022617654946266698	0.7940612719237478	1.0099405857890922	0.9933233034011645
0.2309750310130073	0.02012873998002534	0.7793284868819397	0.9693215159798431	0.6720206251157018
0.22792333690646424	0.021121104608546545	0.7957683435606813	1.045529818918717	1.0987624192689396
0.055887715394944214	0.02393830782476992	0.772125857304508	1.0631622357697497	1.1676800367307953
0.14959807648167578	0.019043596009254964	0.7305791827027514	0.8422765264975246	0.7612666475505908
