#	omch2,	ombh2,	h0,	n_s,	s8_input,	halo_model,	intrinsic_A
0.1214590279009081	0.0213502240557134	0.8027745418549673	0.9636915083388526	1.058804914560882	7.797135072929999	-1.4937891885873764
0.0983682104121998	0.0227204557588049	0.7150009829616901	0.9806205382232966	0.3295943177074259	7.958831615744197	-0.4206501377471188
0.0723580308384928	0.0191194910258324	0.7454436299600349	1.0143712477294011	0.6637263906413823	7.683585249497779	-2.172924983529968
0.2109145323084843	0.0198523353997618	0.6451839745077409	0.8650166085289264	0.4692082831923425	7.831608898506979	2.964789927797332
0.2511986545703008	0.0234052011199081	0.713182715235784	0.9871135045657518	1.2668635506757786	7.751892139246829	5.659954965743973
0.0627808171063718	0.0235103643599548	0.6584321564908207	0.9735787634496236	0.9227011201653288	7.947227911586786	-1.323728608569434
0.2327285332539331	0.024788784054591	0.766556449152848	0.8779282417485298	0.6440379248380209	7.617584215217718	-1.0775799383483535
0.0523792628465875	0.0217553916582086	0.7028272077767828	1.0816869575850163	0.3658649987731949	7.867646411671722	-0.8019191706614688
0.1869785926567934	0.0202459303812137	0.7953567963077195	0.9223558411925866	0.7902802605830845	7.776612301166241	4.313134449668656
0.0813735321760375	0.0195020324867796	0.6944192868995873	0.9314114153105464	0.9378334136692592	7.74848450513841	-0.9811275652037256
0.2508003821585453	0.0236672416439649	0.8169736399694675	0.924029917886272	1.1151417672664414	7.735667427981239	4.832012020032092
0.2153856845364687	0.0214033307394548	0.6539060619590458	0.84242235537821	0.4229379712687701	7.880110621609115	-1.5455384634457197
0.1607645853695128	0.0256003719181637	0.809954933014389	1.0755327237984913	0.2674301887869694	7.720438926569672	-0.2130632167364448
0.2358093305539051	0.0243458866875439	0.7371604453156216	0.8551951245815196	1.222595949467414	7.9625223278501265	5.393268062979431
0.149516254739432	0.0216663567729105	0.7636120671919188	0.9604371357556148	0.230491347833528	7.797378531198706	0.3641023430597432
0.2452040123083401	0.0258656440532892	0.6898025369971122	0.9759851427891264	0.4042386602135521	7.706908082411909	3.078963465386604
0.1375695618993083	0.0224636811922032	0.681581439736146	0.9661964861779928	1.089064204313389	7.659298556130986	-2.13136573892676
0.1891949670627241	0.0227831414229734	0.7414976301583771	0.9463817557281418	0.2373486908334433	7.662301457792807	2.6026573107672863
0.1400164759288754	0.0200918722458706	0.6776754403053364	1.0530942273597537	0.6145147076971395	7.906601748774548	-1.7393199243300907
0.0901911433883362	0.0237620047617347	0.7734728894957519	0.8944606079197809	0.9911038239532016	7.882860655317056	1.3686136991659463
0.2087980751328385	0.0230457503646354	0.8186206427019606	0.8968078660483515	1.1247646282661536	7.73160226324913	-4.943304486230709
0.1335775265164867	0.0239134114881774	0.8122681146362426	1.0729988598223326	0.6964063201714343	7.73970092124243	-3.5359827740464973
0.205768286383191	0.0190811482185758	0.7060659234077753	0.8485056510512079	0.279841361569536	7.806843458429119	-3.45437439291096
0.088131693760841	0.0228563686812974	0.7819327260491679	0.9721560686593969	0.3608087715005651	7.822863513453192	5.349500467788314
0.2172647217230855	0.0240236072244766	0.7702603076221994	0.9437576644902193	1.2387131400949545	7.773820609951327	0.9308378597386752
0.0960211138374442	0.0218202997346817	0.7019853299116129	1.0875074696385598	0.2955398628015686	7.673545833143219	-0.3265246067962755
0.1254292381011119	0.0199673134655044	0.7808839007931238	1.0841429957910196	0.7157827646372673	7.839057804243716	-4.376568626567092
0.1875125737099942	0.0212971367107917	0.7293580532333817	1.011532384109159	0.763184479261109	7.782588360599962	3.768829790641803
0.1184002579741821	0.025318002075016	0.655303275311144	0.8601104126061436	0.953009400956323	7.761621702662886	-1.255865760577903
0.2436807989049283	0.0216529031545571	0.7771240542593254	1.0588655852348006	0.8986212962860327	7.602200085095247	-4.139821005230495
